case_id,method,method_used_mode,ratio,estimated_ratio,profile_kind,weakness,estimated_weakness,task_family,noise_level,drift_mode,confidence,seed,initial_error,final_error,success,steps,path_length,mean_tracking_error,saturations,effort,mean_margin,branch_switches,regret_error,family,condition,calibration_budget,calibration_bias
4,robust_scmp,robust_scmp,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,833793551,0.5699563014245786,0.04468604023540031,1.0,21.0,0.5263055988861578,0.03506653396372286,0.0,6.868379445375268,0.46856535287316026,0.0,0.0,family_c,budget_0_unbiased,0,unbiased
5,mean_gain,mean_gain,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1445960565,0.4852483160096643,0.041770926289798053,1.0,24.0,0.4512073707837168,0.056488689135740046,0.0,4.629731269089304,0.6404449626006631,0.0,0.0,family_c,budget_0_unbiased,0,unbiased
5,symmetric_derating,symmetric_derating,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1084268618,0.6441089253016625,0.04231877204025397,1.0,44.0,0.6165420724611826,0.12896885008384593,0.0,5.7371130427629025,0.7418294326024006,0.0,0.0,family_c,budget_0_unbiased,0,unbiased
5,signed_fixed,signed_fixed,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1107221910,0.5896676167178944,0.04371365049727457,1.0,24.0,0.5470109569294351,0.00977296387342086,0.0,6.31935397594488,0.5351156179073674,0.0,0.0,family_c,budget_0_unbiased,0,unbiased
5,scmp_true,scmp_true,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1070871483,0.7328501907540843,0.04064723185820745,1.0,29.0,0.692202958895877,3.094956435523822e-17,0.0,14.996127913445957,0.35483577717028864,0.0,0.0,family_c,budget_0_unbiased,0,unbiased
5,scmp_estimated,scmp_estimated,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1325123066,0.5276475772974184,0.04356513475337618,1.0,22.0,0.48409253119082046,0.0005372504463490196,0.0,7.03807562630069,0.4739308680083735,0.0,0.0,family_c,budget_0_unbiased,0,unbiased
5,adaptive_scmp,adaptive_scmp,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,217810566,0.5671984671831912,0.04420291606243284,1.0,56.0,0.5821892258972413,0.1466181941147869,0.0,15.945936276166393,0.577967100029726,0.0,0.0,family_c,budget_0_unbiased,0,unbiased
5,guarded_scmp,guarded_fallback,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1517277219,0.4482009101127619,0.10967248850758782,0.0,58.0,0.3741134545284409,0.2866466073509,39.0,49.18279148179107,0.09536705636403543,0.0,0.0,family_c,budget_0_unbiased,0,unbiased
5,robust_scmp,robust_scmp,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,759882377,0.46320547946676366,0.16601023678577448,0.0,58.0,0.3012951076080785,0.32581265163353273,58.0,63.76951027831949,0.0,0.0,0.0,family_c,budget_0_unbiased,0,unbiased
6,mean_gain,mean_gain,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1063869098,0.7422364682093779,0.04007168953164175,1.0,32.0,0.7183370923883294,0.058156965274961676,0.0,11.330656434012742,0.5096310973621646,0.0,0.0,family_c,budget_0_unbiased,0,unbiased
6,symmetric_derating,symmetric_derating,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1704837605,0.3904580509376823,0.08111257113229636,0.0,58.0,0.3100490063653046,0.2422807083845135,39.0,60.039988643705726,0.07134895982437299,0.0,0.0,family_c,budget_0_unbiased,0,unbiased
6,signed_fixed,signed_fixed,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,373751010,0.6809785352527151,0.10486870613943927,0.0,58.0,0.6330812722762528,0.24274702149715635,0.0,42.441836092142715,0.1700956530011748,0.0,0.0,family_c,budget_0_unbiased,0,unbiased
6,scmp_true,scmp_true,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1125095302,0.5873266684626033,0.042862039736503585,1.0,24.0,0.5444646287260998,2.347471045818881e-17,0.0,4.712107185725203,0.591816369014463,1.0,0.0,family_c,budget_0_unbiased,0,unbiased
6,scmp_estimated,scmp_estimated,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,160445820,0.6791431708895895,0.2096985000387562,0.0,58.0,0.4720879641481816,0.3096122163525963,0.0,43.57780755408584,0.14776867213259884,0.0,0.0,family_c,budget_0_unbiased,0,unbiased
6,adaptive_scmp,adaptive_scmp,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1263844099,0.6653426101483636,0.03987190377388817,1.0,27.0,0.6254707063744755,2.4771045440402052e-17,0.0,9.86258834989511,0.44439249884076126,0.0,0.0,family_c,budget_0_unbiased,0,unbiased
6,guarded_scmp,guarded_fallback,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,837210518,0.42047317660595634,0.04025586102188601,1.0,20.0,0.3827725255019583,0.027527349560488253,0.0,3.5937023398444428,0.625752639574322,0.0,0.0,family_c,budget_0_unbiased,0,unbiased
6,robust_scmp,robust_scmp,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,399433643,0.575626532645635,0.03989300929418279,1.0,22.0,0.5397319367177623,0.044372748913822896,0.0,9.374586916477169,0.4275599452506506,0.0,0.0,family_c,budget_0_unbiased,0,unbiased
7,mean_gain,mean_gain,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,386318732,0.5618575207292591,0.1442893744565545,0.0,58.0,0.41774852809429097,0.2955415552460265,42.0,64.36308609710458,0.0651465348101636,0.0,0.0,family_c,budget_0_unbiased,0,unbiased
7,symmetric_derating,symmetric_derating,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1405193265,0.6017729390842685,0.1636203491881801,0.0,58.0,0.4381525898960886,0.30137054514129347,0.0,75.3867611376921,0.11969389619556896,0.0,0.0,family_c,budget_0_unbiased,0,unbiased
7,signed_fixed,signed_fixed,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,818858527,0.4182003895940186,0.04297464737117398,1.0,21.0,0.37769256525661404,0.04042528241990111,0.0,1.5747843130549932,0.8000600703434964,0.0,0.0,family_c,budget_0_unbiased,0,unbiased
7,scmp_true,scmp_true,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,87946281,0.3943964310138106,0.04224989345810667,1.0,18.0,0.35214653755570396,2.6748922268363907e-17,0.0,8.367589354061602,0.42839159117939873,0.0,0.0,family_c,budget_0_unbiased,0,unbiased
7,scmp_estimated,scmp_estimated,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,74247404,0.4455034343368118,0.040095024059845205,1.0,20.0,0.40540841027696656,2.273530616299723e-17,0.0,5.145031444908457,0.5750530154729205,0.0,0.0,family_c,budget_0_unbiased,0,unbiased
7,adaptive_scmp,adaptive_scmp,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,253369134,0.6051626829455454,0.4788266829455455,0.0,58.0,0.126336,2.8712664429960945e-18,0.0,40.869634895461125,0.2659041944452381,1.0,0.0,family_c,budget_0_unbiased,0,unbiased
7,guarded_scmp,guarded_fallback,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1612593159,0.44743447240043077,0.04102278702043822,1.0,24.0,0.41388199680015164,0.05813115568318742,0.0,2.684756038510107,0.7706623765761501,0.0,0.0,family_c,budget_0_unbiased,0,unbiased
7,robust_scmp,robust_scmp,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,207220653,0.5495438405192495,0.05818256648739368,1.0,58.0,0.504573483098906,0.1905500385088829,0.0,13.906786273752797,0.5550645772143065,0.0,0.0,family_c,budget_0_unbiased,0,unbiased
8,mean_gain,mean_gain,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,659027286,0.4720261383567994,0.06414262290099985,0.0,58.0,0.41617762456824825,0.20724684210246813,0.0,13.812240383847282,0.5506215071092477,0.0,0.0,family_c,budget_0_unbiased,0,unbiased
8,symmetric_derating,symmetric_derating,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1660227012,0.5437047728710573,0.08234815922657267,0.0,58.0,0.470653752237371,0.23142306226202905,0.0,14.289857826345507,0.531479510520141,0.0,0.0,family_c,budget_0_unbiased,0,unbiased
8,signed_fixed,signed_fixed,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1066805691,0.5810444730199454,0.23769821940268737,0.0,58.0,0.3451984787562488,0.3406225468468547,58.0,70.10422515006722,0.0,0.0,0.0,family_c,budget_0_unbiased,0,unbiased
8,scmp_true,scmp_true,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1077123594,0.4093269574915087,0.03950375500242585,1.0,22.0,0.37164940773235655,0.04813121740930925,0.0,19.894509962400644,0.08976504329605223,1.0,0.0,family_c,budget_0_unbiased,0,unbiased
8,scmp_estimated,scmp_estimated,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1705335149,0.5658069735885914,0.04476296462316309,1.0,23.0,0.5215316042426954,0.00603630124223757,0.0,5.913503911748221,0.539088645018581,0.0,0.0,family_c,budget_0_unbiased,0,unbiased
8,adaptive_scmp,adaptive_scmp,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1429815947,0.6490817283115732,0.042609597788747094,1.0,26.0,0.6064721305228263,3.348498306122781e-17,0.0,9.445951675626178,0.5354990906835551,0.0,0.0,family_c,budget_0_unbiased,0,unbiased
8,guarded_scmp,guarded_fallback,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,262384237,0.43149198503560826,0.10341569980022264,0.0,58.0,0.3294987045673134,0.27625013450866365,35.0,49.41712328751818,0.12569498905787174,0.0,0.0,family_c,budget_0_unbiased,0,unbiased
8,robust_scmp,robust_scmp,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,575538595,0.5657885151258824,0.05502163912995865,1.0,58.0,0.6374679824654358,0.18268008265928845,22.0,38.44281557605248,0.29010620746984667,0.0,0.0,family_c,budget_0_unbiased,0,unbiased
9,mean_gain,mean_gain,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1540838787,0.6465098299277086,0.2862522363299218,0.0,58.0,0.36192632096837624,0.3374865409155595,58.0,62.1804027349662,0.0,0.0,0.0,family_c,budget_0_unbiased,0,unbiased
9,symmetric_derating,symmetric_derating,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,69827777,0.562911201916627,0.14426074845437745,0.0,58.0,0.41871399629386913,0.2945441237433701,21.0,70.03697007765837,0.06412954668952213,0.0,0.0,family_c,budget_0_unbiased,0,unbiased
9,signed_fixed,signed_fixed,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1082763447,0.6850615455825754,0.23096439438724212,0.0,58.0,0.4541439023442541,0.31509527347743804,11.0,82.99524656927403,0.0699250719285889,0.0,0.0,family_c,budget_0_unbiased,0,unbiased
9,scmp_true,scmp_true,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1443975765,0.6330798258906802,0.03976112898195726,1.0,26.0,0.593318696908723,2.86249114081313e-17,0.0,8.760029438852794,0.5673197946827595,0.0,0.0,family_c,budget_0_unbiased,0,unbiased
9,scmp_estimated,scmp_estimated,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1313802638,0.3944418073262825,0.10646353161139828,0.0,58.0,0.2948410084453935,0.2875796223325134,43.0,52.47749300004724,0.05803649063434655,0.0,0.0,family_c,budget_0_unbiased,0,unbiased
9,adaptive_scmp,adaptive_scmp,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1286787087,0.4700990461446721,0.1092948486245793,0.0,58.0,0.3611364059490849,0.2761727722724172,35.0,50.618204451449216,0.12109123780131975,0.0,0.0,family_c,budget_0_unbiased,0,unbiased
9,guarded_scmp,guarded_fallback,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1875666551,0.42588534705261644,0.08111074571354684,0.0,58.0,0.3447746168037674,0.2371676552467314,2.0,48.34332281745739,0.24074712833268896,0.0,0.0,family_c,budget_0_unbiased,0,unbiased
9,robust_scmp,robust_scmp,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1037128173,0.548147603874126,0.04024058530201687,1.0,21.0,0.508140441597723,0.030934062789161835,0.0,8.744077059579405,0.3907012420061996,0.0,0.0,family_c,budget_0_unbiased,0,unbiased
10,mean_gain,mean_gain,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,223415427,0.4947225254526999,0.04027768655856544,1.0,22.0,0.4544472539996253,0.005768245939258423,0.0,4.811199306006429,0.5829055909412028,0.0,0.0,family_c,budget_0_unbiased,0,unbiased
10,symmetric_derating,symmetric_derating,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1806123953,0.47536602680465967,0.04414621233864585,1.0,48.0,0.47566503892240547,0.13262391091440878,0.0,10.847261231831666,0.6285282667632023,0.0,0.0,family_c,budget_0_unbiased,0,unbiased
10,signed_fixed,signed_fixed,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,912408235,0.6234219996104666,0.12692675184994673,0.0,58.0,0.5296179072672274,0.2727004884695997,13.0,41.50529501192174,0.17918522362863165,0.0,0.0,family_c,budget_0_unbiased,0,unbiased
10,scmp_true,scmp_true,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1914153671,0.6492538956746289,0.04264035794828938,1.0,26.0,0.6066135377263395,3.020740111354407e-17,0.0,8.662875550116405,0.518761384607555,1.0,0.0,family_c,budget_0_unbiased,0,unbiased
10,scmp_estimated,scmp_estimated,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1434311079,0.6399297111970879,0.04097445915630002,1.0,26.0,0.5989552520407879,2.8685649527495637e-17,0.0,7.993479205181278,0.5922494256199131,0.0,0.0,family_c,budget_0_unbiased,0,unbiased
10,adaptive_scmp,adaptive_scmp,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1326605666,0.41584881328955725,0.043896980317768765,1.0,20.0,0.3769324602149183,0.04426196583127502,0.0,2.952753335920599,0.6908213447928266,0.0,0.0,family_c,budget_0_unbiased,0,unbiased
10,guarded_scmp,guarded_fallback,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1694242179,0.4743703096830493,0.08077870937213324,0.0,58.0,0.43123314435568777,0.23337722654801785,25.0,39.28795571164917,0.2178206984032916,0.0,0.0,family_c,budget_0_unbiased,0,unbiased
10,robust_scmp,robust_scmp,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,686831361,0.6669335346658445,0.2601889547314461,0.0,58.0,0.4164391435532433,0.32739981715517896,58.0,59.274408309144654,0.0,0.0,0.0,family_c,budget_0_unbiased,0,unbiased
11,mean_gain,mean_gain,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1369877361,0.5713462645064952,0.10235293416578299,0.0,58.0,0.48889047939612373,0.25482020740625055,0.0,35.25728661555723,0.252777852236941,0.0,0.0,family_c,budget_0_unbiased,0,unbiased
