case_id,method,method_used_mode,ratio,estimated_ratio,profile_kind,weakness,estimated_weakness,task_family,noise_level,drift_mode,confidence,seed,initial_error,final_error,success,steps,path_length,mean_tracking_error,saturations,effort,mean_margin,branch_switches,regret_error,family,condition,calibration_budget,calibration_bias
121,signed_fixed,signed_fixed,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,892602276,0.6141682808396496,0.057687007942380436,1.0,58.0,0.601259649663731,0.17752344272943468,0.0,14.307000469520347,0.5752649690435799,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
121,scmp_true,scmp_true,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,54971651,0.4450523301873924,0.1271046603107818,0.0,58.0,0.3352753394024773,0.3112383639900725,0.0,59.06370330579015,0.0,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
121,scmp_estimated,scmp_estimated,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1692603710,0.6512951184403293,0.13060809841196294,0.0,58.0,0.5859114824720834,0.27303787762980475,19.0,51.573033261939216,0.07706924613025062,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
121,adaptive_scmp,adaptive_scmp,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1882202505,0.6673601430431616,0.22839722562281956,0.0,58.0,0.45552877152820626,0.31974988772468627,57.0,58.69176265530733,0.00021622776167098476,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
121,guarded_scmp,guarded_fallback,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,570375586,0.6380701299461677,0.040990873325640755,1.0,28.0,0.6031222502929195,0.042252099178930004,0.0,6.414329573677792,0.567648493491866,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
121,robust_scmp,robust_scmp,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1221311935,0.5958239720653946,0.04337598287661582,1.0,57.0,0.5941884313972055,0.14785164920194477,0.0,14.160527451059373,0.5897711080924164,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
122,mean_gain,mean_gain,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,165681616,0.49603101137321887,0.06682965358617408,0.0,58.0,0.4411365142284473,0.20958510005272574,0.0,14.926490195805611,0.5317837187241353,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
122,symmetric_derating,symmetric_derating,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1479023439,0.49749239922933897,0.04374066260838754,1.0,21.0,0.4537517366209515,3.290454406807595e-17,0.0,6.109446624420235,0.5954365482712186,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
122,signed_fixed,signed_fixed,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,99967781,0.7382943606578541,0.04161991060431325,1.0,29.0,0.6966744500535409,4.877072178298952e-17,0.0,10.304370702000256,0.4584397564406456,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
122,scmp_true,scmp_true,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1740113244,0.4123748090724484,0.03982106417404244,1.0,19.0,0.372553744898406,2.1683728833199196e-17,0.0,4.133743023190581,0.6674812073649384,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
122,scmp_estimated,scmp_estimated,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1338699155,0.5585286301294969,0.14393605689313105,0.0,58.0,0.4220757475657364,0.29843724937847554,43.0,52.22685335599268,0.06296715461925262,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
122,adaptive_scmp,adaptive_scmp,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1588633313,0.6578007378151984,0.27639203342777957,0.0,58.0,0.38247581327164676,0.3326083430900844,54.0,70.93472606276669,0.0012176545733671594,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
122,guarded_scmp,guarded_fallback,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1022104952,0.7086824413546419,0.3032851102395395,0.0,58.0,0.41062745669960016,0.32736546835897395,58.0,80.67517836906524,0.0,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
122,robust_scmp,robust_scmp,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,985844484,0.5555094452287492,0.039048858799593765,1.0,22.0,0.5204497066597887,0.040924913272013946,0.0,6.22327905182158,0.5270166383136893,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
123,mean_gain,mean_gain,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1909356193,0.4098524730039226,0.044650560889865916,1.0,19.0,0.36520813743491376,0.017144708262221853,0.0,9.511874873525404,0.3891881510504326,2.0,0.0,family_c,budget_0_overestimate,0,overestimate
123,symmetric_derating,symmetric_derating,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1485045192,0.6562289937252377,0.07080581167070989,0.0,58.0,0.6065410867069474,0.20025824540389395,0.0,10.78269343136211,0.6143216509856024,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
123,signed_fixed,signed_fixed,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,925403187,0.4677399666765147,0.04183831220464427,1.0,22.0,0.4282312354153474,0.03597325213622156,0.0,3.9026257953990817,0.6135476033524289,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
123,scmp_true,scmp_true,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,46634286,0.5916058534478673,0.04327907139578239,1.0,47.0,0.6230680428189229,0.20230578436705673,0.0,46.85654196767757,0.02505199439579533,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
123,scmp_estimated,scmp_estimated,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,563897130,0.39974271373326065,0.04497814702353122,1.0,18.0,0.3554046577166575,0.012856086666908533,0.0,1.8215041031127654,0.7174850105991155,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
123,adaptive_scmp,adaptive_scmp,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1289876887,0.5881364982229424,0.15500366822314388,0.0,58.0,0.4331733951869523,0.29797527952691466,7.0,74.9771401716003,0.15478720208324007,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
123,guarded_scmp,guarded_fallback,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1553250541,0.5545961916997274,0.11439254138214913,0.0,58.0,0.45199770496299013,0.27392234746448313,33.0,48.03505117807004,0.107705661740574,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
123,robust_scmp,robust_scmp,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1883615396,0.5896371254100236,0.04331147841627756,1.0,27.0,0.5803581438312044,0.09650156104487742,0.0,11.040354803705362,0.5423394889306692,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
124,mean_gain,mean_gain,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1801405362,0.5408170120078974,0.04355179640720446,1.0,23.0,0.4972655328860819,0.007976680763258377,0.0,11.078771456666889,0.420660293192426,2.0,0.0,family_c,budget_0_overestimate,0,overestimate
124,symmetric_derating,symmetric_derating,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1153408000,0.4959854538143617,0.043919910379341356,1.0,22.0,0.4619824810497742,0.054205818687515867,0.0,7.326671610584194,0.5148547267296856,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
124,signed_fixed,signed_fixed,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1057614698,0.3853514640381546,0.0448788585026118,1.0,31.0,0.37358169296321597,0.10266124786049625,0.0,7.1505612856387675,0.6589229694798819,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
124,scmp_true,scmp_true,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1238188719,0.4911160137129853,0.042601430222484284,1.0,21.0,0.4485145834905009,3.952428143369119e-17,0.0,5.925653729317861,0.5238772042264097,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
124,scmp_estimated,scmp_estimated,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1102700466,0.7305353616638117,0.04163664301364354,1.0,34.0,0.6985841897273172,0.07330199431247648,0.0,7.226761330435081,0.5958318388174043,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
124,adaptive_scmp,adaptive_scmp,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1616765062,0.5138662495342434,0.04102315202458593,1.0,22.0,0.47284309750965736,2.7550006569680576e-17,0.0,5.336384005757668,0.6436199062486357,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
124,guarded_scmp,guarded_fallback,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,372502180,0.7165119929489495,0.22529241176673054,0.0,58.0,0.5059926799271344,0.3076737463247346,27.0,53.003830712463675,0.04968589537769353,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
124,robust_scmp,robust_scmp,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,142616846,0.5973812099670466,0.04332448784762106,1.0,22.0,0.5548644769154915,0.03413918392013318,0.0,7.901729362450425,0.4386028747664694,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
125,mean_gain,mean_gain,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1437101743,0.7124831035090554,0.04125592993521842,1.0,35.0,0.7009233032215189,0.09588081484744718,0.0,10.20110023742917,0.6037876525598633,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
125,symmetric_derating,symmetric_derating,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1259690681,0.42879709407929206,0.04275313056259855,1.0,19.0,0.3860439635166935,2.856725779413605e-17,0.0,4.586584571945705,0.604533793136189,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
125,signed_fixed,signed_fixed,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1923513964,0.4507836459398926,0.08957099863987417,0.0,58.0,0.3612126473000186,0.2484496381832487,0.0,56.969701972090306,0.23652684624244835,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
125,scmp_true,scmp_true,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1236855807,0.3978567880672633,0.04286813569141771,1.0,18.0,0.35498865237584565,4.035489754385851e-17,0.0,5.512211025728284,0.5160711445454939,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
125,scmp_estimated,scmp_estimated,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,585762909,0.4989287802095269,0.10337755781242766,0.0,58.0,0.4435922313666561,0.27014707553863,34.0,45.25686147619581,0.14529951542034683,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
125,adaptive_scmp,adaptive_scmp,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,24587263,0.4761969270924634,0.039935922216012054,1.0,21.0,0.4362610048764513,2.466693378738546e-17,0.0,5.954636078976624,0.5501889209742132,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
125,guarded_scmp,guarded_fallback,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1272870963,0.46043671365615524,0.044155853260329336,1.0,20.0,0.42114710939066324,0.03461241863065288,0.0,5.590335524549923,0.5829829905421235,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
125,robust_scmp,robust_scmp,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1838279095,0.7020651965753991,0.42141599771179844,0.0,58.0,0.2850173163853618,0.35582438504737185,58.0,61.83055417393164,0.0,1.0,0.0,family_c,budget_0_overestimate,0,overestimate
126,mean_gain,mean_gain,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,46737029,0.5199496065292645,0.044914667304564185,1.0,49.0,0.5030872007013848,0.13734031517577225,0.0,7.643674987550263,0.6920314842348734,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
126,symmetric_derating,symmetric_derating,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1664060334,0.4970111931377414,0.10772230497961616,0.0,58.0,0.3892888881581253,0.2677610657727381,0.0,63.60061522569244,0.22572257310403138,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
126,signed_fixed,signed_fixed,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,948529072,0.43808944553426776,0.04415334791199189,1.0,56.0,0.41979033142972566,0.1516831205146733,0.0,9.520389731021439,0.6508484341644277,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
126,scmp_true,scmp_true,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,141735866,0.49783912242900663,0.043802609662403104,1.0,21.0,0.45403651276660356,2.899779817946297e-17,0.0,5.160373679101927,0.6097736680903456,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
126,scmp_estimated,scmp_estimated,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,888565743,0.5947415388886776,0.18028480622438375,0.0,58.0,0.4207271239183122,0.3143691528992769,50.0,57.354243967676624,0.01594667046008954,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
126,adaptive_scmp,adaptive_scmp,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1246629432,0.3816355901218973,0.0679693846833748,0.0,58.0,0.31366620543852236,0.21574619779795723,0.0,38.314747882363406,0.41878930887023297,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
126,guarded_scmp,guarded_fallback,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,662953420,0.601340797693711,0.14343432979143428,0.0,58.0,0.4720320847460648,0.2915015196276149,44.0,52.645173846621944,0.056519371149609726,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
126,robust_scmp,robust_scmp,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1404592879,0.7221379993053147,0.23062296715699385,0.0,58.0,0.49175293104637774,0.30665096288789734,43.0,92.4875409963433,0.008609783661564278,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
127,mean_gain,mean_gain,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,815814127,0.6548705005125631,0.21148801237807366,0.0,58.0,0.44490021918632955,0.3154017760353642,45.0,85.91505863305849,0.013658583694562434,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
127,symmetric_derating,symmetric_derating,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1396587497,0.6923192490440548,0.28376182890289453,0.0,58.0,0.4111276966349303,0.3264822411205266,58.0,75.43230756450981,0.0,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
127,signed_fixed,signed_fixed,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1060130917,0.4027169628055076,0.043388133721589596,1.0,44.0,0.3738646354304025,0.12570403567916927,0.0,4.28933070391133,0.7565806499500478,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
127,scmp_true,scmp_true,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1906259972,0.730982140253644,0.040313477943368696,1.0,29.0,0.6906686623102752,2.7074915882365505e-17,0.0,8.019175668701799,0.6055189774618681,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
127,scmp_estimated,scmp_estimated,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1055470938,0.5569822395434154,0.04308350682256169,1.0,23.0,0.5138987327208538,3.606974124234668e-17,0.0,9.262197731473494,0.44879341785568705,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
127,adaptive_scmp,adaptive_scmp,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,2464873,0.6866653742321095,0.2588414096580342,0.0,58.0,0.42873756807204005,0.32196348296136046,33.0,81.48650343038453,0.04615339737448648,1.0,0.0,family_c,budget_0_overestimate,0,overestimate
127,guarded_scmp,guarded_fallback,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,381352853,0.449567454765307,0.04271399907518724,1.0,23.0,0.41695094129426064,0.06152471914474635,0.0,4.508987098556124,0.6534593870836782,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
127,robust_scmp,robust_scmp,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,403883880,0.5291003303479416,0.04187586717825059,1.0,20.0,0.487224463169691,0.032395243561814537,0.0,5.781930604195368,0.581025028711386,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
128,mean_gain,mean_gain,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1106343266,0.44064030266145204,0.04254372547627391,1.0,32.0,0.4074256945797643,0.09958078013136362,0.0,3.304052018131777,0.7824400842303286,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
128,symmetric_derating,symmetric_derating,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1093740052,0.4166291929739411,0.040579161160633946,1.0,19.0,0.37605003181330715,2.623822117447412e-17,0.0,5.780062418838602,0.501908561603128,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
128,signed_fixed,signed_fixed,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,165734353,0.5364485909097518,0.11963482111363209,0.0,58.0,0.41806986947095826,0.27855590154160775,0.0,36.04520193526461,0.23993909663852886,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
128,scmp_true,scmp_true,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,946909292,0.5908606738734666,0.04349344030124156,1.0,24.0,0.5473672335722254,2.188148553082789e-17,0.0,11.788635273168289,0.3702546657244463,1.0,0.0,family_c,budget_0_overestimate,0,overestimate
128,scmp_estimated,scmp_estimated,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1651300117,0.6298751413641501,0.201473199690273,0.0,58.0,0.43670052772639467,0.31782992114651537,53.0,58.043379605799686,0.0065251453010368166,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
128,adaptive_scmp,adaptive_scmp,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1412304441,0.5725110367652214,0.044531832498279134,1.0,50.0,0.565565152512546,0.1331691986771142,0.0,13.213889592169574,0.5447206882833702,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
128,guarded_scmp,guarded_fallback,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,984302580,0.5194511387581234,0.15031344003589805,0.0,58.0,0.3701454029210537,0.3098891278804551,45.0,56.52112464950415,0.04282917348186206,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
128,robust_scmp,robust_scmp,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,868277434,0.40999789241887463,0.042897856427531536,1.0,17.0,0.37522167905314235,0.058571102549156456,0.0,7.9342063007569354,0.4197571047841571,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
129,mean_gain,mean_gain,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,432980587,0.4552476193106726,0.05238295984630735,1.0,58.0,0.4087253273063071,0.18483995275121712,0.0,8.577301712156588,0.6549646062794037,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
129,symmetric_derating,symmetric_derating,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,7140077,0.4337713482146152,0.06171396215595373,0.0,58.0,0.385444453631922,0.20246914619676204,0.0,18.485739755260667,0.48477479136190277,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
129,signed_fixed,signed_fixed,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,997049287,0.5876271910074718,0.04291573238336917,1.0,24.0,0.5447114586241026,3.1457295818699936e-17,0.0,10.107710932258891,0.4683237229590007,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
129,scmp_true,scmp_true,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,432996475,0.7346198708051612,0.31519815057166073,0.0,58.0,0.5026480420103027,0.32968977862421595,0.0,88.85330511049922,0.0,2.0,0.0,family_c,budget_0_overestimate,0,overestimate
129,scmp_estimated,scmp_estimated,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1230353340,0.7067289819920367,0.2549477276109044,0.0,58.0,0.45180084376999696,0.31641970701050387,21.0,71.86398616545478,0.047931807408706624,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
129,adaptive_scmp,adaptive_scmp,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,187672129,0.38580989843431857,0.06911619571927803,0.0,58.0,0.3166937027150407,0.2178285739511008,0.0,33.30931956689512,0.3646424833825771,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
129,guarded_scmp,guarded_fallback,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,661658857,0.5181921499608727,0.042085705411057224,1.0,22.0,0.4763895326741089,0.004495025128747602,0.0,5.328523025735268,0.5515255860150037,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
129,robust_scmp,robust_scmp,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,646610357,0.46752538072177924,0.04359981714414381,1.0,56.0,0.5017947214055933,0.1543652532641549,2.0,27.794567735202005,0.38922222365259657,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
130,mean_gain,mean_gain,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1041868182,0.4335786217288075,0.10197328789886903,0.0,58.0,0.34106374783600824,0.27507699917220674,37.0,63.26053821955452,0.10454863831727723,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
130,symmetric_derating,symmetric_derating,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1851589742,0.4869938008905461,0.04363580421965852,1.0,48.0,0.5315646925936596,0.13641660758240204,0.0,17.917747240073783,0.5336184356157195,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
130,signed_fixed,signed_fixed,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1093107695,0.6524691161200968,0.04128295391814834,1.0,34.0,0.6430094894428054,0.11194528045165072,0.0,32.61194781743246,0.2014656271595498,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
130,scmp_true,scmp_true,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1626097446,0.7367511762950868,0.041344198667044973,1.0,29.0,0.6954069776280419,2.2571220689906324e-17,0.0,10.3790066516866,0.5150805071752604,1.0,0.0,family_c,budget_0_overestimate,0,overestimate
130,scmp_estimated,scmp_estimated,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1577606125,0.40620925556983994,0.044360423360777786,1.0,18.0,0.36184883220906205,2.6339993967451023e-17,0.0,5.463658280542977,0.5977801980620061,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
130,adaptive_scmp,adaptive_scmp,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1546736592,0.5525812550235426,0.11705665547715524,0.0,58.0,0.5015620296184696,0.2786472169583366,35.0,47.52376022269484,0.12142237043651019,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
130,guarded_scmp,guarded_fallback,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1726210412,0.5922167545523134,0.08525221930389014,0.0,58.0,0.5456405060292255,0.22884670243354568,1.0,38.61187170608426,0.21764822764795594,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
130,robust_scmp,robust_scmp,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,860778176,0.5017522743387216,0.11046318776258333,0.0,58.0,0.40066428063567566,0.2774146598828036,40.0,50.65500553233287,0.08120090088463262,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
131,mean_gain,mean_gain,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,702697658,0.5475620804072009,0.04417932504531697,1.0,23.0,0.5033827553618838,0.00606333298838223,0.0,11.233996797298381,0.44201434312463467,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
131,symmetric_derating,symmetric_derating,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,274574303,0.3906607636580242,0.04158246310532157,1.0,18.0,0.3490783005527028,1.5899640782111147e-17,0.0,4.5078053623317595,0.6391733584027489,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
131,signed_fixed,signed_fixed,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,739569359,0.6925869897440752,0.3643475651933814,0.0,58.0,0.33040148159970156,0.34484150385321494,58.0,70.95344905564865,0.0,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
131,scmp_true,scmp_true,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,922595541,0.4458044857673019,0.04014881119968434,1.0,20.0,0.4056556745676176,1.735997553907125e-17,0.0,5.369614933022931,0.6332379946682378,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
131,scmp_estimated,scmp_estimated,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,186206436,0.4408684862954686,0.041787283807654535,1.0,22.0,0.42315042795626384,0.08532055575746206,0.0,10.237997945533815,0.4598324403933259,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
131,adaptive_scmp,adaptive_scmp,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,690296983,0.7143832800629012,0.041033669313742104,1.0,29.0,0.6759321435348098,0.018713732654791867,0.0,5.561787436315152,0.6121879397500803,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
131,guarded_scmp,guarded_fallback,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1020945505,0.48253837744342365,0.11198874859290091,0.0,58.0,0.38444913903602157,0.275452972919206,34.0,47.27521373729849,0.1169295402358843,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
131,robust_scmp,robust_scmp,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1913001426,0.6302081351840365,0.054000845013473256,1.0,58.0,0.6728364875294228,0.17936474672380098,11.0,30.556793115549045,0.3804872240576049,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
132,mean_gain,mean_gain,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1957186505,0.5205947109602715,0.04087486417419536,1.0,24.0,0.4879752079801733,0.04905160858538544,0.0,6.098334887910386,0.6025570157167398,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
132,symmetric_derating,symmetric_derating,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1258667733,0.6828899145495709,0.0430069804419925,1.0,27.0,0.6398829341075785,5.204810435999632e-17,0.0,13.266109936007728,0.4396875677563201,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
132,signed_fixed,signed_fixed,4.0,1.0,baseline,opposed,opposed,high_branch_contrast,0.0,none,0.0,1262316382,0.4384353431284139,0.08526744130291014,0.0,58.0,0.3531679018255035,0.24291629344197363,0.0,36.78502793696751,0.34080089482956427,0.0,0.0,family_c,budget_0_overestimate,0,overestimate
