condition,method,n,success_mean,success_ci95,final_error_mean,tracking_error_mean,saturations_mean,effort_mean,margin_mean,branch_switches_mean,regret_error_mean
baseline_opposed,adaptive_scmp,90,0.9777777777777777,0.030454301369088867,0.04636022934972558,0.04910125610685486,0.0,18.152278293460114,0.3774834793950048,0.5222222222222223,0.004842592814202963
baseline_opposed,guarded_scmp,90,0.9333333333333333,0.051535628332778874,0.05274914379044748,0.05210068212734981,0.0,19.3366718074254,0.39231674377883075,0.6333333333333333,0.011358472150245732
baseline_opposed,mean_gain,90,0.8555555555555555,0.07262887981934903,0.06116676676422465,0.16823020930676474,0.0,25.15430669028824,0.2532827232386738,0.7555555555555555,0.020406891859116025
baseline_opposed,nominal_branch,90,0.5444444444444444,0.10289215790876428,0.086967650900703,0.16412942160434665,0.0,26.02783510656877,0.3994117950286882,0.6666666666666666,0.04279043440348332
baseline_opposed,nominal_fixed,90,0.6222222222222222,0.10016725655968672,0.07939013224130392,0.13827732725212155,0.0,24.544088996969645,0.4267141810734773,0.0,0.03541560780449315
baseline_opposed,oracle_one_step,90,0.9222222222222223,0.055332510281944615,0.05160222465793791,0.06833441593801196,0.0,24.193252166462187,0.31990916355374877,2.433333333333333,0.0
baseline_opposed,random_branch,90,0.7555555555555555,0.08878878313713921,0.0827787392404541,0.1505683570343446,0.0,24.53558113357576,0.3938374121757794,20.68888888888889,0.0404808938758432
baseline_opposed,robust_scmp,90,0.8777777777777778,0.0676709378529955,0.06548016024618526,0.09071027739053468,0.0,21.379427309379345,0.3490865452391621,0.6111111111111112,0.023787963495297708
baseline_opposed,scmp_estimated,90,0.9,0.06198064213930023,0.05788419729331284,0.0560541489341471,0.0,19.672223523730395,0.3915953478040971,0.6444444444444445,0.016440186774419774
baseline_opposed,scmp_true,90,0.9333333333333333,0.051535628332778874,0.05763489380999966,0.0597372996232607,0.0,21.92650061422771,0.36522971690817124,0.5777777777777777,0.015013266003882718
baseline_opposed,signed_fixed,90,0.8222222222222222,0.07898928058406361,0.06887343432953932,0.12706949545332757,0.0,39.76483183731604,0.23209589486086613,0.0,0.026472714403141914
baseline_opposed,symmetric_derating,90,0.4666666666666667,0.10307125666555775,0.12331555647998288,0.24735919303806433,0.0,31.621652040567408,0.42330748712772115,1.9555555555555555,0.07634747237435369
