ratio,method,n,success_mean,success_ci95,final_error_mean,tracking_error_mean,saturations_mean,effort_mean,margin_mean,branch_switches_mean,regret_error_mean
1.0,adaptive_scmp,480,0.9875,0.009939373513121085,0.047521404832092856,0.00010242110033094966,0.0,6.559666101247101,0.6102959581264267,0.020833333333333332,0.006322216850893095
1.0,guarded_scmp,480,0.9895833333333334,0.00908293115190162,0.04664355037385294,0.00019576778989823063,0.0,6.453395101793632,0.6122863517786591,0.03333333333333333,0.005274815203236331
1.0,mean_gain,480,0.9979166666666667,0.004079077643450322,0.04299429175259349,0.005595076310047114,0.0,5.939599301380281,0.6173298783833496,0.0125,0.0018255275990137247
1.0,nominal_branch,480,0.99375,0.0070504044653480575,0.04486771159390609,0.006153488177076972,0.0,4.856057420169156,0.642742864521744,0.73125,0.003565016643444058
1.0,nominal_fixed,480,0.9958333333333333,0.005762662185393384,0.044017136109958686,0.0078082334626890515,0.0,6.311074217607162,0.6149779609643865,0.0,0.0027182210841136005
1.0,oracle_one_step,480,0.9979166666666667,0.004079077643450322,0.04327122063666996,0.00016922378721133147,0.0,5.803825363271572,0.6161009653097285,10.6375,0.0
1.0,random_branch,480,0.99375,0.0070504044653480575,0.045025266062272466,0.0075870452290467665,0.0,5.988742967765459,0.6283680543971474,12.758333333333333,0.0037829814313691187
1.0,robust_scmp,480,0.9895833333333334,0.00908293115190162,0.04596766974295405,0.032262118078533644,0.0,7.148742656328651,0.5690752771777068,0.04583333333333333,0.004999618481163585
1.0,scmp_estimated,480,0.99375,0.0070504044653480575,0.04421972435922679,0.00012648000283266422,0.0,6.093097645953244,0.6179369708395439,0.025,0.0029263772088475347
1.0,scmp_true,480,0.9958333333333333,0.005762662185393384,0.043595861201163516,0.0002721695770251563,0.0,6.193188377760155,0.6112861497041766,0.03125,0.0023451663685878903
1.0,signed_fixed,480,0.9958333333333333,0.005762662185393384,0.04413741566798717,0.0014435274823175628,0.0,6.431867680272072,0.6061509593640669,0.0,0.0029523373287300833
1.0,symmetric_derating,480,0.99375,0.0070504044653480575,0.04487440995748176,0.0005321904794408702,0.0,6.256824386062204,0.613088588262867,0.025,0.0036331039850443373
1.25,adaptive_scmp,480,0.9979166666666667,0.004079077643450322,0.0430101082052189,0.00022101937484378655,0.0,7.475558205960537,0.5689180958498423,0.058333333333333334,0.0016549561924762304
1.25,guarded_scmp,480,0.99375,0.0070504044653480575,0.04394755342366385,0.0007904289463911582,0.0,7.804028261441343,0.5670777230759488,0.08333333333333333,0.0027302211967127634
1.25,mean_gain,480,0.99375,0.0070504044653480575,0.04477291445005583,0.024191557349273383,0.0,7.484383405008214,0.5644962072380532,0.19375,0.002927834306182784
1.25,nominal_branch,480,0.9875,0.009939373513121085,0.0445958640054509,0.03544030114493868,0.0,6.09873214674495,0.6249150817964532,0.8229166666666666,0.003125189798155854
1.25,nominal_fixed,480,0.99375,0.0070504044653480575,0.04437065257348795,0.03413987125450652,0.0,7.204001718328211,0.6062135321510155,0.0,0.002902765460374329
1.25,oracle_one_step,480,0.9916666666666667,0.008132567700757688,0.045317574022836205,0.0009014030136426829,0.0,8.288042764357003,0.547085535394658,10.4,0.0
1.25,random_branch,480,0.975,0.013967148957464447,0.04478589284365952,0.036787376871388305,0.0,7.20103220801624,0.607460700043482,14.320833333333333,0.0033298416425110223
1.25,robust_scmp,480,0.9979166666666667,0.004079077643450322,0.043098546609504566,0.032425889300942805,0.0,8.486535375057052,0.5164917978188749,0.14791666666666667,0.001991011775584269
1.25,scmp_estimated,480,0.99375,0.0070504044653480575,0.044478606110373534,0.0003927107089357888,0.0,7.948857280639904,0.5607928117831399,0.06875,0.0032051024670660187
1.25,scmp_true,480,0.9958333333333333,0.005762662185393384,0.043907589749847556,0.00041582274230952336,0.0,7.811836858505592,0.5642156013013768,0.06041666666666667,0.0026043065667084686
1.25,signed_fixed,480,0.9958333333333333,0.005762662185393384,0.04399309338091806,0.0029103883891675544,0.0,8.34505329623057,0.5514161982720657,0.0,0.0027229021294009107
1.25,symmetric_derating,480,0.9916666666666667,0.008132567700757688,0.044799514764152316,0.0018309297377177144,0.0,7.956007961199793,0.5588208576470322,0.029166666666666667,0.0035586720236523576
1.5,adaptive_scmp,480,0.9979166666666667,0.004079077643450322,0.04324052612827736,0.0016897368073332637,0.0,9.558999402050139,0.5242823818955269,0.25,0.0020765539795233362
1.5,guarded_scmp,480,0.9979166666666667,0.004079077643450322,0.04306586514287337,0.0020274739262435095,0.0,9.67320985096006,0.5211875393525098,0.2791666666666667,0.0018385569408199966
1.5,mean_gain,480,0.9979166666666667,0.004079077643450322,0.04325096482490352,0.04655165480136223,0.0,9.341179942239215,0.5101678851816807,0.3458333333333333,0.002148948811713014
1.5,nominal_branch,480,0.94375,0.02061224037131821,0.046472775896778215,0.0635332547796272,0.0,7.891013980345307,0.5929232409377396,0.8375,0.0049361717135511995
1.5,nominal_fixed,480,0.9541666666666667,0.018708470984398318,0.0463228532367329,0.05571861012486538,0.0,8.477900704031649,0.5908503371036956,0.0,0.004848828948591477
1.5,oracle_one_step,480,0.9916666666666667,0.008132567700757688,0.045756019351855894,0.0013653372418168238,0.0,10.351701946426799,0.5000486964223845,9.308333333333334,0.0
1.5,random_branch,480,0.93125,0.0226362742397757,0.04877108704382717,0.05874981220199314,0.0,8.76158294528753,0.5824319824429175,15.23125,0.0073402669531313905
1.5,robust_scmp,480,1.0,0.0,0.041607192681914526,0.03259046805434531,0.0,9.4425700447171,0.501444772266393,0.5520833333333334,0.0007763202189696764
1.5,scmp_estimated,480,0.9916666666666667,0.008132567700757688,0.04472639402794155,0.0024374787548676804,0.0,9.8261219638228,0.5281848373526707,0.29375,0.003670766550401603
1.5,scmp_true,480,0.9958333333333333,0.005762662185393384,0.04348585235519305,0.0012488638191421784,0.0,9.600163076803137,0.5286091641977946,0.19166666666666668,0.0023515779947316127
1.5,signed_fixed,480,0.9979166666666667,0.004079077643450322,0.04305903622702922,0.00685113066775848,0.0,11.079927207982605,0.4863257361692719,0.0,0.00192857838955566
1.5,symmetric_derating,480,0.9979166666666667,0.004079077643450322,0.04298847052295909,0.011053764458913566,0.0,10.403704159109498,0.49726205192760997,0.09583333333333334,0.0018046300467889635
2.0,adaptive_scmp,480,0.99375,0.0070504044653480575,0.04325515785484306,0.011500847268066805,0.0,11.76452092532963,0.5007598205888332,0.6770833333333334,0.0019306523438084382
2.0,guarded_scmp,480,0.99375,0.0070504044653480575,0.04369639826047123,0.011284110214060832,0.0,11.82133259035049,0.4994938949899346,0.6541666666666667,0.002351760575168525
2.0,mean_gain,480,0.9875,0.009939373513121085,0.04456325992436603,0.08085870553186067,0.0,12.982703226000693,0.43647093901557754,0.7270833333333333,0.003514480555236379
2.0,nominal_branch,480,0.8458333333333333,0.03230524893568066,0.06500586726803734,0.09245826922798933,0.0,11.208271567063719,0.5568024345384642,0.8583333333333333,0.022915468257087186
2.0,nominal_fixed,480,0.88125,0.028940219904572254,0.0616240149931829,0.08884796722746201,0.0,12.157997471055399,0.5555083896952743,0.0,0.0196407540663723
2.0,oracle_one_step,480,0.9854166666666667,0.01072441979674665,0.04387291199387134,0.011585504771988686,0.0,13.457065528275331,0.4451962873672245,5.747916666666667,0.0
2.0,random_branch,480,0.8395833333333333,0.03283160400655927,0.07786588118696205,0.09624539337771147,0.0,12.699020555759727,0.5312337936781389,17.289583333333333,0.03596352672619259
2.0,robust_scmp,480,0.9916666666666667,0.008132567700757688,0.04276113257136734,0.04103348824834833,0.0,11.811559585948448,0.46669099799534774,0.6916666666666667,0.0016425655737563373
2.0,scmp_estimated,480,0.9875,0.009939373513121085,0.044134585057299315,0.012321130388446493,0.0,12.345565036963572,0.49289968949530094,0.6833333333333333,0.00276218507737695
2.0,scmp_true,480,0.99375,0.0070504044653480575,0.043568762383405825,0.010927724660640153,0.0,11.823085606780438,0.4949374082589119,0.7208333333333333,0.002274416614444827
2.0,signed_fixed,480,0.9916666666666667,0.008132567700757688,0.04366730648171777,0.03855197015626364,0.0,17.889484852504218,0.3918452916541479,0.0,0.0023478567955229307
2.0,symmetric_derating,480,0.9666666666666667,0.016058803977419524,0.047585083049841395,0.06424062441695205,0.0,15.048478082393595,0.4628174835844109,0.8291666666666667,0.006281592138383188
3.0,adaptive_scmp,480,0.8833333333333333,0.028719121904455282,0.06789440793603865,0.037120906816220406,0.0,17.438542141407947,0.4343695604071371,0.7333333333333333,0.01698861510639819
