drift_mode,method,n,success_mean,success_ci95,final_error_mean,tracking_error_mean,saturations_mean,effort_mean,margin_mean,branch_switches_mean,regret_error_mean
none,adaptive_scmp,60,0.8833333333333333,0.08122994339345378,0.06465072757214621,0.06750362718186377,0.0,23.748762137740016,0.3303136815695423,0.5833333333333334,0.0
none,guarded_scmp,60,0.9,0.07591047358566537,0.05389087618510221,0.05951466915731454,0.0,20.37067305517134,0.37659167733328147,0.65,0.0
none,mean_gain,60,0.9,0.07591047358566537,0.05800444132852015,0.17273117752164335,0.0,23.066735960746758,0.2631357978514507,0.8666666666666667,0.0
none,robust_scmp,60,0.9333333333333333,0.06311799649451398,0.05250387151309991,0.08037566235347689,0.0,19.508440490843626,0.36088132116015426,0.6333333333333333,0.0
none,scmp_estimated,60,0.9166666666666666,0.06993515515051016,0.05623924894336398,0.06000852524128111,0.0,21.31597573843777,0.3716148883080747,0.85,0.0
none,scmp_true,60,0.8833333333333333,0.08122994339345378,0.056802286793848716,0.06998875123459583,0.0,22.317847984231694,0.3438551285755358,0.6,0.0
none,signed_fixed,60,0.7833333333333333,0.10424369596358404,0.06664075763852301,0.114158337254848,0.0,35.87221388004153,0.26898875549676443,0.0,0.0
none,symmetric_derating,60,0.6166666666666667,0.1230251705651839,0.09636035941879237,0.22832638562275875,0.0,32.1757299356984,0.39240309512249727,1.8,0.0
sign_flip,adaptive_scmp,60,0.95,0.05514768051937152,0.051566484917249356,0.05572120102612588,0.0,20.425191199752337,0.36555557512655873,0.6666666666666666,0.0
sign_flip,guarded_scmp,60,0.9,0.07591047358566537,0.052232926946815965,0.05411573927968229,0.0,19.906372130799536,0.37719307140241315,0.5666666666666667,0.0
sign_flip,mean_gain,60,0.8666666666666667,0.08601533024430608,0.05367127283341051,0.16197024332947793,0.0,23.763875594691264,0.2574025086269872,0.8333333333333334,0.0
sign_flip,robust_scmp,60,0.9166666666666666,0.06993515515051016,0.06459347791637632,0.07297393256329515,0.0,17.4264800394663,0.4048322869470001,0.5666666666666667,0.0
sign_flip,scmp_estimated,60,0.9166666666666666,0.06993515515051016,0.05250011719047284,0.054084838044697464,0.0,18.49296666615879,0.374506386238778,0.48333333333333334,0.0
sign_flip,scmp_true,60,0.8333333333333334,0.09430054396763886,0.07135302012896581,0.07243916221671162,0.0,23.9696296299565,0.3600474578821159,0.7,0.0
sign_flip,signed_fixed,60,0.85,0.0903515356814703,0.07002598638609507,0.11673216908406622,0.0,38.52443763584993,0.2535784356134201,0.0,0.0
sign_flip,symmetric_derating,60,0.48333333333333334,0.1264471489654135,0.1155649402658456,0.24138527639835014,0.0,39.562744131461685,0.3174127682715456,1.6,0.0
slow_loss,adaptive_scmp,60,0.9333333333333333,0.06311799649451398,0.053391338012830664,0.04543384846648545,2.033333333333333,15.794306756272453,0.44036062182143837,0.7166666666666667,0.0
slow_loss,guarded_scmp,60,0.9833333333333333,0.032393300633401484,0.0423673300513904,0.026466004013782407,0.3,9.87334887414946,0.49527820422321356,0.5666666666666667,0.0
slow_loss,mean_gain,60,0.9666666666666667,0.045421156760715384,0.046745060104850376,0.13405640527971238,0.5666666666666667,11.893187694532113,0.3747753671372008,0.6166666666666667,0.0
slow_loss,robust_scmp,60,0.9833333333333333,0.032393300633401484,0.043430253961986645,0.05649925301494149,0.08333333333333333,10.12559222784899,0.4680906095839406,0.6,0.0
