task_family,method,n,success_mean,success_ci95,final_error_mean,tracking_error_mean,saturations_mean,effort_mean,margin_mean,branch_switches_mean,regret_error_mean
corner_approach,adaptive_scmp,560,0.7589285714285714,0.03542708180192097,0.17636169630518342,0.07310894013636049,0.0,28.76627952412862,0.35682543753740054,0.9357142857142857,0.0672823717024016
corner_approach,guarded_scmp,560,0.7642857142857142,0.035154658297301085,0.1689494108806779,0.0695729960976398,0.0,28.155595908088852,0.3671173788560945,0.9160714285714285,0.06863092950626096
corner_approach,mean_gain,560,0.7535714285714286,0.035691910848258034,0.1726969932019456,0.12782945365972992,0.0,29.955658134481407,0.32045683180895196,1.1607142857142858,0.06978470447656297
corner_approach,nominal_branch,560,0.39107142857142857,0.040417856511695424,0.2663859954213321,0.14936136238895736,0.0,25.52111220170238,0.40561918529379537,1.4982142857142857,0.12443299648287512
corner_approach,nominal_fixed,560,0.5928571428571429,0.04069213683256263,0.24163445659387794,0.12363220307721792,0.0,23.829744304239323,0.4280862981003113,0.0,0.11803589540532317
corner_approach,oracle_one_step,560,0.7267857142857143,0.03690769736789333,0.19230190427454416,0.07987357175760497,0.0,29.99028963109038,0.33630491944558927,10.882142857142858,0.0
corner_approach,random_branch,560,0.49642857142857144,0.04141150202540352,0.2574631770922173,0.13684562972476724,0.0,26.038182868294435,0.40187402812437917,27.258928571428573,0.13703048222868536
corner_approach,robust_scmp,560,0.7410714285714286,0.03628123654177183,0.20177353588284974,0.10834029160958142,0.0,27.597547964840274,0.34256551793451556,1.0964285714285715,0.08365584591413902
corner_approach,scmp_estimated,560,0.7607142857142857,0.035337126368735754,0.1715955734626291,0.07242126157712793,0.0,28.597567643264085,0.3585440510459284,0.9071428571428571,0.06589427191864419
corner_approach,scmp_true,560,0.7642857142857142,0.035154658297301085,0.171815820485791,0.0719607502854881,0.0,28.646557634989964,0.35880102733700725,0.9107142857142857,0.06963354046090484
corner_approach,signed_fixed,560,0.7714285714285715,0.03477930419085465,0.17562083685815238,0.07134677329098765,0.0,29.961369826814327,0.3676991632459546,0.0,0.06950472623796579
corner_approach,symmetric_derating,560,0.5625,0.041087749086558635,0.29636033318999905,0.1281406199581957,0.0,29.88631261391751,0.3537851205199634,0.8910714285714286,0.13232477318929473
high_branch_contrast,adaptive_scmp,560,0.9571428571428572,0.016774981371077576,0.05209660985860022,0.026777611910064354,0.0,13.706158013444568,0.46964521925967984,0.41964285714285715,0.01030071506490173
high_branch_contrast,guarded_scmp,560,0.95,0.018051315741518685,0.05276835213723563,0.026007302894236996,0.0,14.205305478782813,0.4588351188940622,0.425,0.011070014039806059
high_branch_contrast,mean_gain,560,0.9428571428571428,0.019224983745116667,0.05248913888490028,0.09173930273131774,0.0,15.524691419623254,0.4129695498445286,0.5446428571428571,0.010209487295892938
high_branch_contrast,nominal_branch,560,0.8053571428571429,0.032792577285111334,0.066438705316767,0.10092093279688401,0.0,15.942092482328537,0.5013853558969488,0.7732142857142857,0.023283108745679806
high_branch_contrast,nominal_fixed,560,0.8303571428571429,0.031085818712075126,0.0674006017078606,0.09025801289593043,0.0,16.00780511391273,0.5072594421090406,0.0,0.02404485401651821
high_branch_contrast,oracle_one_step,560,0.9535714285714286,0.017427349196019445,0.05368197124902729,0.021613972594652548,0.0,13.647502659794554,0.45170317698555834,6.066071428571429,0.0
high_branch_contrast,random_branch,560,0.8910714285714286,0.025804129998897456,0.057802182949439944,0.08839327646469969,0.0,14.74713799509117,0.5071768143597566,17.069642857142856,0.015656688533983817
high_branch_contrast,robust_scmp,560,0.9607142857142857,0.016090758217063603,0.04963536137573499,0.05187527073125139,0.0,12.826689786930986,0.4490279462342936,0.49107142857142855,0.007952325506232137
high_branch_contrast,scmp_estimated,560,0.9589285714285715,0.016437096002639876,0.05137577617613644,0.028567429866331095,0.0,14.015230251782642,0.45485127284474697,0.41964285714285715,0.010159668937993383
high_branch_contrast,scmp_true,560,0.95,0.018051315741518685,0.052134628839047244,0.030222275080953948,0.0,14.219191944156183,0.4573375736903602,0.4089285714285714,0.01014260692448111
high_branch_contrast,signed_fixed,560,0.9035714285714286,0.024448159439925125,0.0595936467540106,0.06342514764798285,0.0,23.063440178707285,0.384626304348376,0.0,0.017208528165768344
high_branch_contrast,symmetric_derating,560,0.7839285714285714,0.03408780023703495,0.07779147985948613,0.1135599988962278,0.0,19.710989218641902,0.4611370395824222,0.7410714285714286,0.03437623061654726
lateral_carry,adaptive_scmp,560,0.9642857142857143,0.015370426148939392,0.04984640913367841,0.012761100443321223,0.0,13.008163022694731,0.4554935377952626,0.3821428571428571,0.007939443935835186
lateral_carry,guarded_scmp,560,0.9625,0.015735409908864777,0.04905446167778121,0.014585565117784895,0.0,13.604002986134226,0.4503962925680675,0.4017857142857143,0.0077139263520387925
lateral_carry,mean_gain,560,0.9625,0.015735409908864777,0.04922687861264008,0.0971340699589976,0.0,15.262447382783005,0.35174147433276165,0.4303571428571429,0.0076892478902856505
