calibration_budget,method,n,success_mean,success_ci95,final_error_mean,tracking_error_mean,saturations_mean,effort_mean,margin_mean,branch_switches_mean,regret_error_mean
32,scmp_true,200,0.875,0.04583530298798078,0.06471296337078382,0.06380281844439376,0.0,22.739452267162086,0.3695144138305406,0.75,0.0
32,signed_fixed,200,0.71,0.06288821193196702,0.08123791043390853,0.13030893841486496,14.255,34.35987008588339,0.29970051368349543,0.0,0.0
32,symmetric_derating,200,0.555,0.06887594500259143,0.11434245667038098,0.2152184190722707,14.82,31.99521996593173,0.37440713869087844,1.1,0.0
64,adaptive_scmp,200,0.805,0.05491061645984317,0.07401782630408213,0.09262083424028328,8.045,22.973571852612366,0.3792813762761966,0.5,0.0
64,guarded_scmp,200,0.82,0.053245664612248014,0.07175573056362002,0.08114095452667926,6.985,22.26866850113304,0.3910699951213589,0.465,0.0
64,mean_gain,200,0.85,0.04948757419797418,0.06190167954088058,0.15092566605997385,5.52,22.23519112196786,0.31325496594019236,0.595,0.0
64,robust_scmp,200,0.78,0.05741160858223709,0.07198943284448087,0.11041395074507099,7.37,24.161166690908818,0.3488208326989555,0.495,0.0
64,scmp_estimated,200,0.82,0.053245664612248014,0.06350040520518371,0.07962216355227054,5.485,21.678065567670075,0.3972975934574901,0.43,0.0
64,scmp_true,200,0.9,0.04157787873376899,0.05720439709248062,0.06673324794693741,0.0,23.436474751673874,0.3526722447852155,0.795,0.0
64,signed_fixed,200,0.685,0.06437861601494707,0.08544431321693789,0.13477694721522002,15.175,35.25586320539197,0.2899493987119736,0.0,0.0
64,symmetric_derating,200,0.48,0.06924100519201032,0.1197091430495233,0.228883944706699,14.415,32.39756499344034,0.4031246537736049,1.25,0.0
128,adaptive_scmp,200,0.825,0.052660753887501466,0.06797343451941314,0.08543415724035337,9.605,22.17620067603999,0.3861074703332196,0.445,0.0
128,guarded_scmp,200,0.855,0.048798686457731624,0.0600892321977169,0.0757755407876544,7.315,19.8018724272941,0.4087061640629754,0.49,0.0
128,mean_gain,200,0.825,0.052660753887501466,0.06249222778932118,0.15374774226103705,6.555,22.634706597771913,0.3071080945921337,0.71,0.0
128,robust_scmp,200,0.82,0.053245664612248014,0.0623699333339756,0.0977688884887019,6.285,21.688435059444306,0.3762232146132206,0.505,0.0
128,scmp_estimated,200,0.865,0.04736047085914581,0.05891932021071415,0.0669738282859702,7.045,18.926104383539904,0.4098406349269662,0.375,0.0
128,scmp_true,200,0.93,0.035361572363230676,0.05463372337003345,0.057398745004592605,0.0,20.626238534721406,0.3823788880894131,0.605,0.0
128,signed_fixed,200,0.785,0.056937072281598736,0.07132482255965825,0.11030380686792536,12.7,29.48544401924164,0.33255141160788604,0.0,0.0
128,symmetric_derating,200,0.51,0.06928260387716385,0.11136312604372069,0.22169111241125844,13.465,30.22663504913326,0.42112396772215344,1.06,0.0
256,adaptive_scmp,200,0.855,0.048798686457731624,0.06399534367774262,0.07739273405062264,7.955,21.533981286998905,0.38453639327547195,0.53,0.0
256,guarded_scmp,200,0.82,0.053245664612248014,0.06735746380123722,0.07727255298121624,6.43,20.981119961476697,0.4084488216002248,0.49,0.0
256,mean_gain,200,0.81,0.05437013150618636,0.06487969515764176,0.16423843222606252,7.185,24.021270867248717,0.30144237047415695,0.64,0.0
256,robust_scmp,200,0.825,0.052660753887501466,0.06579035143707626,0.10086527905913155,6.7,23.2288109493187,0.34921296222836984,0.53,0.0
256,scmp_estimated,200,0.83,0.05206004994235024,0.06109265481966357,0.08057340738339576,7.72,22.361482698004092,0.38093361620795085,0.535,0.0
256,scmp_true,200,0.94,0.032913997022543474,0.05194333601458433,0.05401336584047387,0.0,19.66582510066544,0.37130779031252836,0.605,0.0
256,signed_fixed,200,0.715,0.06256284999902098,0.07923285205949646,0.1321716232121268,13.485,36.1391553580713,0.2913097172072665,0.0,0.0
256,symmetric_derating,200,0.53,0.06917161845728347,0.10826495639903606,0.21234322873971537,14.17,31.852026974904202,0.39971563241170016,1.27,0.0
